Brand,Color,Type,Size,Spinspeed,Rating,No_of_reviews,No_of_Ratings,Price
LG,Silver,Fully Automatic Front Load,8.0,1200.0,4.5,86,1203,37890.0
DMR,Blue,Semi Automatic Top Load,6.0,300.0,3.2,4,34,7899.0
BOSCH,Grey,Fully Automatic Front Load,0.0,1200.0,4.4,775,9098,74900.0
BOSCH,Silver,Fully Automatic Front Load,9.0,1200.0,5.0,1,5,49720.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
LG,White,Semi Automatic Top Load,6.0,1300.0,4.3,189,2554,12850.0
Panasonic,Silver,Fully Automatic Top Load,5.0,702.0,4.25,0,0,26520.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
Voltas,Black,Fully Automatic Top Load,5.0,1300.0,4.1,0,0,21789.0
Lloyd,Grey,Semi Automatic Top Load,9.0,600.0,4.3,5,49,14699.0
SAMSUNG,Grey,Semi Automatic Top Load,8.0,1350.0,4.4,47,515,16300.0
LG,Silver,Fully Automatic Top Load,5.0,1200.0,4.4,0,0,21524.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
SAMSUNG,Grey,Fully Automatic Top Load,7.0,1350.0,4.3,2,35,22500.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,9,135,24990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
Haier,White,Semi Automatic Top Load,7.0,1200.0,4.3,0,0,12500.0
Haier,Grey,Fully Automatic Top Load,5.0,1200.0,4.7,2,6,20290.0
BOSCH,Grey,Fully Automatic Top Load,5.0,680.0,4.4,228,1974,19990.0
LG,Silver,Fully Automatic Front Load,7.0,1200.0,4.4,488,4634,36401.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
Panasonic,Silver,Fully Automatic Front Load,8.0,1400.0,3.3,0,4,32990.0
Voltas,White,Semi Automatic Top Load,2.0,1350.0,3.1,0,8,10990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
BOSCH,Silver,Fully Automatic Front Load,5.0,1200.0,4.4,0,0,37389.0
LG,Black,Fully Automatic Front Load,9.0,1200.0,4.4,6,47,43990.0
Kelvinator,Grey,Fully Automatic Top Load,7.0,,,0,0,15490.0
Whirlpool,White,Fully Automatic Front Load,7.0,1000.0,4.2,20,151,32099.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
Voltas,Blue,Semi Automatic Top Load,8.0,1300.0,4.1,3,73,12400.0
IFB,White,Fully Automatic Front Load,6.0,1000.0,3.7,5,57,30990.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
Panasonic,Grey,Fully Automatic Front Load,6.0,702.0,4.25,0,0,26990.0
LG,Silver,Fully Automatic Front Load,5.0,1300.0,4.5,659,6047,17847.0
